"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.898656458E0,-1.588612479E-1,-4.523629392E0,-1.013272113E0,4.638445877E0
1.908647458E0,9.637380838E-2,-4.395578878E0,-1.235735353E0,4.566995013E0
1.918637458E0,-2.057576716E-2,-4.368533167E0,-1.598636945E0,4.651896976E0
1.928628458E0,-1.684161830E-1,-4.334974827E0,-1.918080862E0,4.743353766E0
1.938619458E0,-8.560148299E-2,-4.189965633E0,-1.999816750E0,4.643533854E0
1.948610458E0,2.072019339E-1,-3.867825273E0,-1.795503341E0,4.269290015E0
1.958600458E0,8.459353995E-1,-3.484463104E0,-1.529253885E0,3.898167167E0
1.968591458E0,1.856675157E0,-3.374616433E0,-1.388249449E0,4.094205081E0
1.978582458E0,2.395898368E0,-3.433605776E0,-1.251900566E0,4.370038059E0
1.988573458E0,2.678687843E0,-3.518086640E0,-1.225480433E0,4.588475178E0
1.998563458E0,2.799238134E0,-3.690373972E0,-1.190586589E0,4.782477456E0
2.008554458E0,2.984667960E0,-3.637120163E0,-1.039965822E0,4.818549038E0
2.018545458E0,3.176776477E0,-3.281184067E0,-8.149380668E-1,4.639202702E0
2.028536458E0,3.381835406E0,-2.537146340E0,-4.646875834E-1,4.253217231E0
2.038526458E0,3.600009055E0,-1.392682661E0,-4.731106438E-2,3.860293840E0
2.048517458E0,3.887242999E0,-5.836018234E-2,3.595229980E-1,3.904269564E0
2.058508458E0,4.063607887E0,1.214702919E0,7.274485910E-1,4.303207373E0
2.068499458E0,4.025488134E0,2.238111253E0,9.522962523E-1,4.703250456E0
2.078489458E0,3.799467521E0,2.896589597E0,9.885326171E-1,4.878870922E0
2.088480458E0,3.331794350E0,3.127845806E0,8.911367154E-1,4.656006618E0
2.098471458E0,2.747962146E0,3.077192254E0,7.010542595E-1,4.184720445E0
2.108462458E0,2.148299775E0,2.717455760E0,4.830525184E-1,3.497584519E0
2.118452458E0,1.610915514E0,2.213450621E0,2.687660980E-1,2.750754017E0
2.128443458E0,1.241202500E0,1.721134652E0,1.249503207E-1,2.125676532E0
2.138434458E0,1.122271303E0,1.312608405E0,5.770280913E-2,1.727936144E0
2.148425458E0,1.109172955E0,9.216989422E-1,6.774832562E-2,1.443739388E0
2.158415458E0,1.203761609E0,5.687072110E-1,1.667602515E-1,1.341744716E0
2.168406458E0,1.469008268E0,2.044420481E-1,3.919971912E-1,1.534093752E0
2.178397458E0,1.638116761E0,-9.593234360E-2,7.293195538E-1,1.795699459E0
2.188388458E0,1.599530400E0,-2.019040641E-1,1.068808602E0,1.934325355E0
2.198378458E0,1.373029146E0,-1.903505507E-1,1.447727326E0,2.004334498E0
2.208369458E0,1.084983609E0,-5.299828559E-2,1.841256780E0,2.137808406E0
2.218360458E0,7.708068645E-1,2.367157549E-1,2.212810644E0,2.355145116E0
2.228351708E0,4.300937015E-1,6.086021787E-1,2.539603633E0,2.646689218E0
2.238341708E0,1.427925146E-1,9.422638920E-1,2.798313689E0,2.956147907E0
2.248332708E0,-1.199965596E-2,1.217696693E0,2.974675946E0,3.214284712E0
2.258323708E0,-8.727846444E-2,1.484951870E0,3.216335814E0,3.543658513E0
2.268314708E0,-2.235735530E-1,1.664098571E0,3.535918601E0,3.914323638E0
2.278304708E0,-4.815211326E-1,1.718285596E0,3.776841720E0,4.177188213E0
2.288295708E0,-7.729902148E-1,1.632458410E0,3.988707686E0,4.378609749E0
2.298286708E0,-9.751582807E-1,1.542520925E0,4.249476547E0,4.624754631E0
2.308277708E0,-1.105558206E0,1.568248089E0,4.496253606E0,4.888553723E0
2.318267708E0,-1.082990878E0,1.639496119E0,4.596546510E0,4.998905539E0
2.328258708E0,-9.553566849E-1,1.637673834E0,4.517541271E0,4.899271489E0
2.338249708E0,-6.581298494E-1,1.668370839E0,4.370898950E0,4.724547998E0
2.348240708E0,-3.286848557E-1,1.716327948E0,4.204372587E0,4.553082935E0
2.358230708E0,1.396630847E-1,1.794986447E0,3.895253685E0,4.291210015E0
2.368221708E0,5.144000262E-1,1.903111697E0,3.522473806E0,4.036615319E0
2.378212708E0,6.897328806E-1,1.947763959E0,3.170811732E0,3.784648323E0
2.388203708E0,8.529660916E-1,1.918167985E0,2.869691820E0,3.555566160E0
2.398193708E0,9.946552366E-1,1.835722537E0,2.716005943E0,3.425770651E0
2.408184708E0,1.042811151E0,1.700111865E0,2.694388787E0,3.352247959E0
2.418175708E0,1.176389038E0,1.596516453E0,2.634865301E0,3.297767594E0
2.428166708E0,1.356185072E0,1.532819809E0,2.478808085E0,3.214539475E0
2.438156708E0,1.622742092E0,1.548713418E0,2.228045418E0,3.161643802E0
2.448147708E0,2.023055339E0,1.571735953E0,1.954145464E0,3.222078725E0
2.458138708E0,2.412659996E0,1.524578743E0,1.635539893E0,3.289416262E0
2.468129708E0,2.668217819E0,1.376900588E0,1.269508871E0,3.259891767E0
2.478119708E0,2.932295619E0,1.179494787E0,8.613474905E-1,3.275894542E0
2.488110708E0,3.136277491E0,9.392049211E-1,5.366342099E-1,3.317577228E0
