"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.332875792E0,7.878137836E-1,-1.456383193E1,5.806576334E0,1.569847699E1
2.342866792E0,8.840341026E-1,-1.443830391E1,5.514448271E0,1.548080346E1
2.352857792E0,1.125655379E0,-1.426764239E1,5.238759069E0,1.524064684E1
2.362848792E0,1.412275658E0,-1.410451092E1,4.996210717E0,1.502976622E1
2.372839792E0,1.643640918E0,-1.399277297E1,4.838897227E0,1.489678413E1
2.382830792E0,1.787237717E0,-1.392984992E1,4.750337638E0,1.482567520E1
2.392821792E0,1.863461728E0,-1.388935210E1,4.648187950E0,1.476456036E1
2.402812792E0,2.476629412E0,-1.108325927E1,8.366150840E-1,1.138737258E1
2.412803792E0,6.351052684E-1,-4.540789801E0,1.430591476E0,4.802991015E0
2.422793792E0,-2.491644770E-1,-1.058170617E-1,6.187548454E-1,6.753797049E-1
2.432784792E0,-1.446979760E0,2.950209149E0,-1.548837379E0,3.632682435E0
2.442775792E0,-2.799178492E0,5.033737562E0,-4.046866139E0,7.039249934E0
2.452766792E0,-4.258289178E0,6.698805310E0,-5.206619264E0,9.492939664E0
2.462757792E0,-5.002601724E0,7.983794684E0,-4.748506290E0,1.055060726E1
2.472748792E0,-5.315007931E0,9.294049877E0,-3.801947325E0,1.136149092E1
2.482739792E0,-5.953633808E0,1.097365439E1,-3.756443124E0,1.303755004E1
2.492730792E0,-6.989110211E0,1.270445361E1,-4.187351342E0,1.509253837E1
2.502721792E0,-7.399091245E0,1.427064903E1,-4.350843000E0,1.665316216E1
2.512711792E0,-6.258053888E0,1.530351875E1,-2.573675358E0,1.673274423E1
2.522702792E0,-4.626079627E0,1.514035687E1,1.000937924E0,1.586294095E1
2.532693792E0,-2.893047061E0,1.404530202E1,4.915195205E0,1.515913500E1
2.542684792E0,-1.739482922E0,1.268460816E1,7.459641502E0,1.481793968E1
2.552675792E0,-1.148820293E0,1.149712988E1,7.829997125E0,1.395752981E1
2.562666792E0,-1.050798739E0,1.077931867E1,6.729882091E0,1.275104709E1
2.572657792E0,-1.072201011E0,1.047223459E1,5.354837995E0,1.181065631E1
2.582648792E0,-1.149841802E0,1.025408433E1,4.327454138E0,1.118906792E1
2.592639792E0,-1.098809642E0,1.014761823E1,3.519363087E0,1.079664091E1
2.602629792E0,-9.693297762E-1,1.002410983E1,1.805305613E0,1.023139807E1
2.612620792E0,-1.125888391E0,1.003457752E1,-3.267669690E0,1.061310680E1
2.622611792E0,-1.977854901E0,9.870179543E0,-4.978645681E0,1.123028348E1
2.632602792E0,-2.658105059E0,9.455694984E0,-1.994608051E0,1.002268185E1
2.642593792E0,-2.782129181E0,9.269082851E0,3.402132261E-1,9.683588421E0
2.652584792E0,-3.255902168E0,8.855228037E0,3.136738837E-1,9.440039927E0
2.662575792E0,-3.967701564E0,8.345114020E0,-7.850155985E-1,9.273609501E0
2.672566792E0,-4.314403737E0,8.087254733E0,-9.499701568E-1,9.215216331E0
2.682556792E0,-4.287116244E0,8.139604855E0,-2.195161700E-2,9.199620359E0
2.692547792E0,-3.957550212E0,8.169515702E0,1.151714226E0,9.150389945E0
2.702538792E0,-3.494094637E0,7.346072202E0,9.761505532E-1,8.193066827E0
2.712529792E0,-3.131412023E0,5.664260368E0,2.838808581E-2,6.472278784E0
2.722520792E0,-3.072296965E0,3.955626771E0,-2.639640137E0,5.661597994E0
2.732511792E0,-2.356098125E0,1.732946904E0,-1.000266576E1,1.042149824E1
2.742502792E0,-1.618978824E0,-9.026130456E-1,-9.997464073E0,1.016784592E1
2.752493792E0,-2.775477389E0,-4.384957995E0,-5.068730224E0,7.254182066E0
2.762484792E0,-4.584555333E0,-9.693980132E0,-1.386703591E0,1.081269371E1
2.772474792E0,-4.547788041E0,-9.644301018E0,-1.610308134E0,1.078369188E1
2.782465792E0,-4.547900892E0,-9.587548528E0,-2.028302046E0,1.080363358E1
2.792456792E0,-4.575363218E0,-9.549596005E0,-2.587099396E0,1.090054199E1
2.802447792E0,-4.606034787E0,-9.546212806E0,-3.157544984E0,1.105964854E1
2.812438792E0,-4.614709424E0,-9.561467022E0,-3.573744532E0,1.120218035E1
2.822429792E0,-4.580920119E0,-9.562298496E0,-3.755159660E0,1.124827123E1
2.832420792E0,-4.531332807E0,-9.548965675E0,-3.779280594E0,1.122491355E1
2.842411792E0,-4.514716482E0,-9.543924206E0,-3.778650849E0,1.121371287E1
2.852402792E0,6.889660767E0,-1.126094914E1,-3.128828723E0,1.356709144E1
2.862392792E0,-4.810124248E-2,-6.860787216E0,-1.162186224E0,6.958691815E0
2.872383792E0,-4.749911960E0,-4.869852971E0,-1.388897174E0,6.943066106E0
2.882374792E0,-8.087363491E0,-2.760165870E0,-3.418198655E0,9.203697404E0
2.892365792E0,-9.716986002E0,4.191208166E-1,-5.315540612E0,1.108379228E1
2.902356792E0,-1.094908790E1,4.186017008E0,-4.733137468E0,1.264151314E1
2.912347792E0,-1.103158860E1,7.388589646E0,-2.394606718E0,1.349152865E1
2.922338792E0,-9.782762500E0,9.912646701E0,-2.462467164E-1,1.392923703E1
2.932329792E0,-7.617035099E0,1.208079894E1,1.206792805E0,1.433252510E1
2.942320792E0,-5.060862211E0,1.432875165E1,7.799799764E-1,1.521623537E1
2.952310792E0,-1.648673616E0,1.578016389E1,-1.420845922E0,1.592954802E1
2.962301792E0,1.551155216E0,1.595165337E1,-2.793982657E0,1.626860986E1
2.972292792E0,3.130321518E0,1.558626788E1,-1.933087156E0,1.601460225E1
2.982283792E0,3.238163470E0,1.511683703E1,4.784846735E-1,1.546717208E1
2.992274792E0,2.800819221E0,1.467749128E1,2.666808640E0,1.517844547E1
3.002265792E0,2.126912414E0,1.413551052E1,3.612171264E0,1.474395454E1
3.012256792E0,1.280528241E0,1.351203010E1,3.267785465E0,1.396041303E1
3.022247792E0,1.607648090E-1,1.271338231E1,1.800813782E0,1.284129531E1
3.032238792E0,-1.703152563E0,1.142298952E1,-1.698604087E-1,1.155050955E1
3.042228792E0,-3.380623278E0,1.017652453E1,-1.860048416E0,1.088347579E1
3.052219792E0,-3.838963124E0,8.999004053E0,-2.339858068E0,1.005955504E1
3.062210792E0,-2.659923836E0,8.800568265E0,-1.356368090E0,9.293273427E0
3.072201792E0,-8.201287133E-1,8.953306893E0,6.361922657E-1,9.013271106E0
3.082192792E0,3.715113249E-1,8.842185822E0,2.298607131E0,9.143624310E0
3.092183792E0,7.075734664E-1,8.470937914E0,3.033832519E0,9.025607410E0
3.102174792E0,2.352808481E-1,8.242552688E0,2.721434498E0,8.683388602E0
3.112165792E0,-7.434353171E-1,8.405805194E0,1.720697572E0,8.612262024E0
3.122156792E0,-1.478258124E0,8.746984380E0,4.499408325E-1,8.882422507E0
3.132146792E0,-1.604860722E0,8.850291232E0,-1.752644420E0,9.163787170E0
3.142137792E0,-1.027784391E0,8.105424371E0,-4.219196448E0,9.195426236E0
3.152128792E0,1.040459400E-1,6.608993247E0,-5.255988475E0,8.444822801E0
3.162119792E0,7.975777566E-1,3.948205485E0,-6.685587094E0,7.805224636E0
3.172110792E0,-7.491838610E-1,5.258453661E-1,-4.813961191E0,4.900205318E0
3.182101792E0,-3.186290773E0,-8.582683468E-1,6.317749282E0,7.127624390E0
3.192092792E0,-5.207245501E0,-3.448766729E0,5.594525889E0,8.384993595E0
3.202083792E0,-7.893234762E0,-8.143107921E0,2.927045989E-1,1.134455982E1
