"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.416367292E0,-4.436778944E0,-2.684663113E0,4.468360341E-1,5.205005847E0
2.426358292E0,-4.156162294E0,-2.558870793E0,4.331102800E-1,4.899907067E0
2.436349292E0,-3.994527127E0,-2.928939902E0,2.047589672E-1,4.957505638E0
2.446340292E0,-3.910404405E0,-2.836891279E0,-5.190580644E-2,4.831346495E0
2.456331292E0,-3.235622270E0,-2.079810169E0,-4.730993879E-1,3.875394798E0
2.466322292E0,-2.073426179E0,-1.256084248E0,-9.353498518E-1,2.598407802E0
2.476313292E0,-9.370636708E-1,-6.060065997E-1,-1.500532361E0,1.870007938E0
2.486304292E0,-5.308102369E-2,-5.121739912E-1,-2.258381796E0,2.316339381E0
2.496295292E0,9.277174813E-1,-5.141468418E-1,-2.562854501E0,2.773667228E0
2.506286292E0,2.532316833E0,1.634676844E-1,-2.280098355E0,3.411480431E0
2.516277292E0,5.403538284E0,1.765108929E0,-1.336612687E0,5.839552123E0
2.526268292E0,1.028019098E1,4.237462565E0,7.401446503E-1,1.114388755E1
2.536259292E0,1.020460753E1,4.367562529E0,7.042398226E-1,1.112230062E1
2.546250292E0,1.013835273E1,4.485069344E0,6.860351014E-1,1.110732584E1
2.556241292E0,1.009330812E1,4.567192611E0,6.739138234E-1,1.109902145E1
2.566232292E0,1.006672083E1,4.616512413E0,6.678186858E-1,1.109491041E1
2.576223292E0,1.004272854E1,4.660970840E0,6.742535466E-1,1.109214423E1
2.586214292E0,1.000471228E1,4.731857805E0,6.994000822E-1,1.108936006E1
2.596205292E0,9.947464532E0,4.841293708E0,7.459591216E-1,1.108813016E1
2.606196292E0,9.878000779E0,4.979409328E0,8.073408526E-1,1.109149295E1
2.616187292E0,9.807078731E0,5.127315817E0,8.692552650E-1,1.110062005E1
2.626178292E0,9.744260924E0,5.264714860E0,9.150798941E-1,1.111329000E1
2.636169292E0,9.697158678E0,5.371810123E0,9.309410512E-1,1.112465198E1
2.646160292E0,9.672736028E0,5.428688328E0,9.073475361E-1,1.112905022E1
2.656151292E0,1.051855390E1,4.576327131E0,3.285893707E0,1.193230253E1
2.666142667E0,7.542967833E0,2.931338722E0,4.189811851E0,9.112827980E0
2.676133667E0,3.336690808E0,1.054168198E-1,4.289341401E0,5.435353522E0
2.686124667E0,-1.906505129E0,-2.565695663E0,3.451212620E0,4.704085946E0
2.696115667E0,-7.052568288E0,-4.584835122E0,1.848389068E0,8.612547515E0
2.706106667E0,-1.177507143E1,-6.236067188E0,-3.133324428E-1,1.332812884E1
2.716097667E0,-1.619410232E1,-7.758930066E0,-2.709823682E0,1.816020622E1
2.726088667E0,-2.026529404E1,-8.891073223E0,-5.424697604E0,2.278509754E1
2.736079667E0,-2.414396502E1,-9.925042799E0,-8.080039853E0,2.732626146E1
2.746070667E0,-2.613279018E1,-1.056589530E1,-1.028792568E1,3.000670393E1
2.756061667E0,-2.563884780E1,-1.031361835E1,-1.098992251E1,2.974053861E1
2.766052667E0,-2.253055450E1,-9.364043387E0,-9.702428189E0,2.625734769E1
2.776043667E0,-1.815015266E1,-8.291783320E0,-7.532969095E0,2.132902566E1
2.786034667E0,-1.437775365E1,-6.995543318E0,-5.164105328E0,1.680254178E1
2.796025667E0,-1.158645662E1,-5.902943126E0,-2.902825652E0,1.332355476E1
2.806016667E0,-9.547340734E0,-5.182022367E0,-1.087972121E0,1.091736022E1
2.816007667E0,-8.170064755E0,-4.627498162E0,3.830306687E-1,9.397361855E0
2.825998667E0,-7.422019932E0,-4.141682542E0,1.431265075E0,8.619073840E0
2.835989667E0,-7.096883166E0,-3.846185313E0,1.988721659E0,8.313477369E0
2.845980667E0,-6.900958757E0,-3.583564053E0,2.094953288E0,8.053197649E0
2.855971667E0,-6.779417948E0,-3.147443334E0,1.933566628E0,7.720465476E0
2.865962667E0,-6.805225804E0,-2.565131407E0,1.523030108E0,7.430384787E0
2.875954667E0,-6.772060981E0,-2.002019981E0,8.096861708E-1,7.108057796E0
2.885945667E0,-6.478817854E0,-1.510158048E0,1.462108151E-1,6.654099166E0
2.895936667E0,-5.941292675E0,-1.126370786E0,-3.342128134E-1,6.056349395E0
2.905927667E0,-5.373494706E0,-8.216323248E-1,-6.406010664E-1,5.473563259E0
2.915918667E0,-5.036606791E0,-5.163138199E-1,-7.724195266E-1,5.121583725E0
2.925909667E0,-4.800952306E0,-3.337084910E-1,-8.175144231E-1,4.881478693E0
2.935900667E0,-4.354589896E0,-1.836437944E-1,-1.079401857E0,4.490132133E0
2.945891667E0,-3.453866671E0,2.253771266E-1,-1.586139107E0,3.807338584E0
2.955882667E0,-2.178464976E0,8.993780735E-1,-2.224840997E0,3.241065879E0
2.965873667E0,-9.807967508E-1,1.433973213E0,-2.918448243E0,3.396407159E0
2.975864667E0,3.725038898E-1,1.081701567E0,-3.762533584E0,3.932619533E0
2.985855667E0,2.008629089E0,-5.679160827E-1,-4.200087748E0,4.690187265E0
2.995846667E0,3.527640991E0,-1.032563613E0,-3.672485878E0,5.195920621E0
3.005837667E0,7.232728019E0,8.678048632E-1,-2.990929744E0,7.874712732E0
3.015828667E0,1.463228529E1,4.132992994E0,-1.988146877E0,1.533421442E1
3.025819667E0,1.459352760E1,4.251200891E0,-1.977289767E0,1.532819075E1
3.035810667E0,1.457565383E1,4.305139116E0,-1.943794577E0,1.532195304E1
