"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.885940958E0,1.868340791E0,3.233323145E-1,1.431199586E-1,1.901505829E0
2.895931958E0,1.951609819E0,-9.474185050E-2,1.404967515E-1,1.958952843E0
2.905922958E0,1.482807696E0,-1.220202810E-1,1.258687721E-1,1.493134475E0
2.915913958E0,6.346686275E-1,1.816683125E-1,1.383578400E-1,6.745002109E-1
2.925904958E0,-3.631310955E-2,4.701442051E-1,1.666731280E-1,5.001341291E-1
2.935894958E0,-4.917370954E-1,6.676678276E-1,2.901281695E-1,8.784987500E-1
2.945885958E0,-4.273814705E-1,7.682089466E-1,3.044582333E-1,9.303196885E-1
2.955876958E0,-2.048174393E-1,7.682609868E-1,3.277931553E-1,8.600136510E-1
2.965867958E0,-7.207234159E-2,7.291577321E-1,4.394669344E-1,8.543983890E-1
2.975858958E0,-1.944593892E-2,6.592718107E-1,5.756759226E-1,8.754543008E-1
2.985849958E0,3.820658416E-2,5.889742452E-1,6.376685415E-1,8.688910020E-1
2.995840958E0,-1.944389239E-2,5.108934510E-1,5.973291855E-1,7.862520836E-1
3.005830958E0,-2.570268624E-1,5.072360176E-1,5.170352201E-1,7.685548805E-1
3.015821958E0,-6.004561302E-1,6.572059894E-1,6.988543908E-1,1.131752948E0
3.025812958E0,-8.993170432E-1,8.185511345E-1,1.110490918E0,1.646811216E0
3.035803958E0,-1.088643966E0,9.063125789E-1,1.638046010E0,2.165581424E0
3.045794958E0,-1.145073105E0,8.745738924E-1,2.172687196E0,2.607036931E0
3.055785958E0,-1.091192328E0,7.361802381E-1,2.515392652E0,2.838989650E0
3.065775958E0,-9.396810307E-1,4.680532408E-1,2.479130559E0,2.692241186E0
3.075766958E0,-9.091831233E-1,-1.403682590E-2,2.027748753E0,2.222290708E0
3.085757958E0,-8.659126311E-1,-7.258359289E-1,1.448493750E0,1.837056511E0
3.095748958E0,-7.524949931E-1,-1.371621137E0,1.247205251E0,2.000778398E0
3.105739958E0,-3.815017314E-1,-1.529792413E0,1.570606417E0,2.225446678E0
3.115730958E0,4.196258698E-1,-1.010643278E0,2.200351104E0,2.457443934E0
3.125721958E0,1.135679846E0,-7.374391437E-2,2.908350102E0,3.123092568E0
3.135711958E0,1.600680255E0,7.692976981E-1,3.522389606E0,3.944771827E0
3.145702958E0,1.833512582E0,1.317772958E0,3.838791801E0,4.453607127E0
3.155693958E0,2.034879579E0,1.544867120E0,3.822164074E0,4.597421834E0
