"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.786997940E-1,3.903291821E-1,4.843372345E0,7.323532581E0,8.788898794E0
4.810862530E-1,3.927220106E-1,4.864907742E0,6.985845566E0,8.521947910E0
4.834727110E-1,3.927220106E-1,4.881657124E0,6.679564476E0,8.282595513E0
4.858591690E-1,3.807578981E-1,4.905585289E0,6.432804585E0,8.098809692E0
4.882456280E-1,3.592225015E-1,4.927121162E0,6.265306950E0,7.978698824E0
4.906320860E-1,3.281157911E-1,4.939085007E0,6.171987057E0,7.911740953E0
4.930185440E-1,2.898306549E-1,4.929513931E0,6.145665646E0,7.883737415E0
4.954050030E-1,2.608176768E-1,4.881657124E0,6.186343670E0,7.884760626E0
4.977914610E-1,2.632105052E-1,4.766502857E0,6.284449577E0,7.891966532E0
5.001779190E-1,3.209373355E-1,4.563112736E0,6.399304867E0,7.866136370E0
5.025643780E-1,4.525425732E-1,4.266402721E0,6.497709751E0,7.786348244E0
5.049508880E-1,6.559324861E-1,3.878466368E0,6.557530403E0,7.646826386E0
5.073373460E-1,9.122636318E-1,3.428316593E0,6.581458569E0,7.476708934E0
5.097238050E-1,1.199402332E0,2.944667339E0,6.555137634E0,7.285565256E0
5.121102630E-1,1.494018674E0,2.453839540E0,6.502495766E0,7.108858662E0
5.144967210E-1,1.776371717E0,1.987239242E0,6.432804585E0,6.963159563E0
5.168831800E-1,2.032702923E0,1.565803289E0,6.363412857E0,6.861242184E0
5.192696380E-1,2.252842426E0,1.201795220E0,6.325127602E0,6.821059296E0
5.216560960E-1,2.437089920E0,9.026923180E-1,6.325127602E0,6.838238068E0
5.240425550E-1,2.600100994E0,6.702894568E-1,6.337091446E0,6.882480739E0
5.264290130E-1,2.748456001E0,5.027918816E-1,6.363412857E0,6.949808145E0
5.288154710E-1,2.892025232E0,3.903291821E-1,6.408876419E0,7.042007084E0
5.312019300E-1,3.033201694E0,3.185445070E-1,6.437590122E0,7.123506840E0
5.335883880E-1,3.167499065E0,2.703889608E-1,6.454638958E0,7.195034718E0
5.359748460E-1,3.301496983E0,2.488535494E-1,6.454638958E0,7.254252166E0
5.383613570E-1,3.435495138E0,2.440679073E-1,6.437590122E0,7.301011065E0
5.407478150E-1,3.571886063E0,2.416750938E-1,6.396912098E0,7.330570325E0
5.431342740E-1,3.706183195E0,2.321037948E-1,6.332305908E0,7.340828575E0
5.455207320E-1,3.837788343E0,2.201396823E-1,6.241378784E0,7.330203952E0
